,address,comment_num,detail,detail_url,environment_rating,groupon_num,image_num,indoor_floor,lat,lng,name,overall_rating,price,service_rating,street_id,tag,telephone,type,uid
0,静安区江宁路466号(近武定路),7,1,http://api.map.baidu.com/place/detail?uid=93df0dc3293a642a892fb589&output=html&source=placeapi_v2,,,1393,,31.241015080724,121.4588301011,艺海剧院,3.8,236,,93df0dc3293a642a892fb589,休闲娱乐;剧院,,life,93df0dc3293a642a892fb589
0,黄浦区金陵东路569号汇都大厦4楼(西藏南路附近),373,1,http://api.map.baidu.com/place/detail?uid=04bdf4a39d5b4d56354aaeca&output=html&source=placeapi_v2,,,36,F4,31.232510138009,121.48649994008,自由港量贩式KTV(汇都店),4.3,59,,04bdf4a39d5b4d56354aaeca,休闲娱乐;ktv,,life,04bdf4a39d5b4d56354aaeca
0,新松江路1296号3-4楼,856,1,http://api.map.baidu.com/place/detail?uid=fd13a3f21de9ede3b0077df1&output=html&source=placeapi_v2,,,144,,31.045188731439,121.21680516943,云豹量贩KTV(新松江路店),4.4,66,,fd13a3f21de9ede3b0077df1,休闲娱乐;ktv,(021)57757070,life,fd13a3f21de9ede3b0077df1
0,上海市长宁区长宁路1027号999兆丰广场F4,172,1,http://api.map.baidu.com/place/detail?uid=f757e6ee794b840e260bd063&output=html&source=placeapi_v2,,,73,F4,31.224512552592,121.42438919002,好乐迪(中山公园店),4.3,105,,f757e6ee794b840e260bd063,休闲娱乐;ktv,,life,f757e6ee794b840e260bd063
0,黄浦区南京西路2-68号新世界城8楼(近西藏中路),282,1,http://api.map.baidu.com/place/detail?uid=485e1c1238df453dd0ff23ae&output=html&source=placeapi_v2,,,469,F8,31.241527878421,121.47994719844,汤姆熊欢乐世界(新世界店),4.5,121,,485e1c1238df453dd0ff23ae,休闲娱乐;游戏场所,(021)53020196,life,485e1c1238df453dd0ff23ae
0,张杨路640号3层,583,1,http://api.map.baidu.com/place/detail?uid=14076dee2ca612ed02294f09&output=html&source=placeapi_v2,,,189,,31.234284003112,121.52701223401,网鱼网咖(张杨店),3.5,30,,14076dee2ca612ed02294f09,休闲娱乐;网吧,,life,14076dee2ca612ed02294f09
0,上海市浦东新区碧波路635号传奇广场2层,435,1,http://api.map.baidu.com/place/detail?uid=21a0c455d123d7e752e5c5ca&output=html&source=placeapi_v2,,,14,F2,31.206557,121.590586,金逸影城（上海张江店）,4.3,50,,,休闲娱乐;电影院,(021)50802001,life,21a0c455d123d7e752e5c5ca
0,国庠路28号财富商业广场4楼,218,1,http://api.map.baidu.com/place/detail?uid=f633606aed496c570b69d963&output=html&source=placeapi_v2,,,23,,31.307922173121,121.52431092995,好乐迪KTV(五角场财富店),4.2,75,,f633606aed496c570b69d963,休闲娱乐;ktv,,life,f633606aed496c570b69d963
0,上海市闵行区颛桥镇光华路1号,43,1,http://api.map.baidu.com/place/detail?uid=41dbcbd5b757a1984054d730&output=html&source=placeapi_v2,0,,,,31.078232605962,121.40522365988,星美国际影商城（上海闵行店）,3.6,40,0,41dbcbd5b757a1984054d730,休闲娱乐;电影院,(021)34672659,life,41dbcbd5b757a1984054d730
0,黄浦区 徐家汇路550号宝鼎大厦4楼(近打浦路),583,1,http://api.map.baidu.com/place/detail?uid=e6ee2fd2eb34e1512b11d119&output=html&source=placeapi_v2,,,215,,31.211716094646,121.4768658731,自由港量贩式KTV(打浦店),4.3,83,,e6ee2fd2eb34e1512b11d119,休闲娱乐;ktv,,life,e6ee2fd2eb34e1512b11d119
0,上海市黄浦区淮海中路99号大上海市时代广场6层,154,1,http://api.map.baidu.com/place/detail?uid=669775d03e8c1242fd0eb066&output=html&source=placeapi_v2,0,,,F6,31.230717378608,121.48626725111,万裕国际影城(淮海店),4.6,40,0,669775d03e8c1242fd0eb066,休闲娱乐;电影院,(021)63910363,life,669775d03e8c1242fd0eb066
0,人民大道300号上海今申音像广场,108,1,http://api.map.baidu.com/place/detail?uid=7c5e480b40e857b5acb22aa8&output=html&source=placeapi_v2,,,90,,31.235072368983,121.47948002747,上海大剧院,4,228,,7c5e480b40e857b5acb22aa8,休闲娱乐;剧院,,life,7c5e480b40e857b5acb22aa8
0,上海平型关路1222号4楼,129,1,http://api.map.baidu.com/place/detail?uid=5385304d900c9f1f626858ca&output=html&source=placeapi_v2,,,428,,31.289507777507,121.46331951135,上海大宁剧院,4,346,,5385304d900c9f1f626858ca,休闲娱乐;剧院,(021)36368807,life,5385304d900c9f1f626858ca
0,上海市松江区文诚路500弄1号4层,320,1,http://api.map.baidu.com/place/detail?uid=6fec2cade4695de40aa8d480&output=html&source=placeapi_v2,0,,,,31.039464613185,121.223768381,太平洋电影城(松江店),5,29,0,6fec2cade4695de40aa8d480,休闲娱乐;电影院,"(021)57731360,(021)67831533,(021)67868719",life,6fec2cade4695de40aa8d480
0,上海市黄浦区顺昌路2号2楼,87,1,http://api.map.baidu.com/place/detail?uid=bd5046e80b44ed58d72ce263&output=html&source=placeapi_v2,,,21,,31.227739184633,121.48296939399,好乐迪(新天地旗舰店),4.3,137,,bd5046e80b44ed58d72ce263,休闲娱乐;ktv,(021)63115858,life,bd5046e80b44ed58d72ce263
0,黄浦区淮海中路438号3楼(近重庆南路),182,1,http://api.map.baidu.com/place/detail?uid=2ad32cc3a871cc969d95de63&output=html&source=placeapi_v2,,,54,,31.227804554056,121.47729943307,好乐迪(淮海店),4.6,90,,2ad32cc3a871cc969d95de63,休闲娱乐;ktv,,life,2ad32cc3a871cc969d95de63
0,上海市黄浦区苗江路800号近西藏南路,23,1,http://api.map.baidu.com/place/detail?uid=88a142c136fba132fea778ed&output=html&source=placeapi_v2,0,,,,31.202299607391,121.500889075,大光明剧场(儿艺店),4,45,0,88a142c136fba132fea778ed,休闲娱乐;剧院,(021)63391622,life,88a142c136fba132fea778ed
0,黄浦区南京东路479号新世界先施休闲港湾6-7楼（近福建中路）,146,1,http://api.map.baidu.com/place/detail?uid=46e86fddb4641076d13ce363&output=html&source=placeapi_v2,,,42,,31.241324714762,121.48779833649,好乐迪(南东店),4.1,90,,46e86fddb4641076d13ce363,休闲娱乐;ktv,,life,46e86fddb4641076d13ce363
0,南京西路1376号上海商城4层,80,1,http://api.map.baidu.com/place/detail?uid=669775d0660d2a5afc0eb089&output=html&source=placeapi_v2,,,518,,31.232829981919,121.45822263278,上海商城剧院,4.5,254,,669775d0660d2a5afc0eb089,休闲娱乐;剧院,,life,669775d0660d2a5afc0eb089
0,江宁路167号食博汇4楼(近北京西路),54,1,http://api.map.baidu.com/place/detail?uid=22e11407a918a5add5b74ec1&output=html&source=placeapi_v2,,,27,,31.237054558977,121.46122331274,好乐迪(江宁路店),4.5,108,,22e11407a918a5add5b74ec1,休闲娱乐;ktv,,life,22e11407a918a5add5b74ec1
0,静安区江宁路466号(近武定路),7,1,http://api.map.baidu.com/place/detail?uid=93df0dc3293a642a892fb589&output=html&source=placeapi_v2,,,1393,,31.241015080724,121.4588301011,艺海剧院,3.8,236,,93df0dc3293a642a892fb589,休闲娱乐;剧院,,life,93df0dc3293a642a892fb589
0,黄浦区金陵东路569号汇都大厦4楼(西藏南路附近),373,1,http://api.map.baidu.com/place/detail?uid=04bdf4a39d5b4d56354aaeca&output=html&source=placeapi_v2,,,36,F4,31.232510138009,121.48649994008,自由港量贩式KTV(汇都店),4.3,59,,04bdf4a39d5b4d56354aaeca,休闲娱乐;ktv,,life,04bdf4a39d5b4d56354aaeca
0,新松江路1296号3-4楼,856,1,http://api.map.baidu.com/place/detail?uid=fd13a3f21de9ede3b0077df1&output=html&source=placeapi_v2,,,144,,31.045188731439,121.21680516943,云豹量贩KTV(新松江路店),4.4,66,,fd13a3f21de9ede3b0077df1,休闲娱乐;ktv,(021)57757070,life,fd13a3f21de9ede3b0077df1
0,上海市长宁区长宁路1027号999兆丰广场F4,172,1,http://api.map.baidu.com/place/detail?uid=f757e6ee794b840e260bd063&output=html&source=placeapi_v2,,,73,F4,31.224512552592,121.42438919002,好乐迪(中山公园店),4.3,105,,f757e6ee794b840e260bd063,休闲娱乐;ktv,,life,f757e6ee794b840e260bd063
0,黄浦区南京西路2-68号新世界城8楼(近西藏中路),282,1,http://api.map.baidu.com/place/detail?uid=485e1c1238df453dd0ff23ae&output=html&source=placeapi_v2,,,469,F8,31.241527878421,121.47994719844,汤姆熊欢乐世界(新世界店),4.5,121,,485e1c1238df453dd0ff23ae,休闲娱乐;游戏场所,(021)53020196,life,485e1c1238df453dd0ff23ae
0,张杨路640号3层,583,1,http://api.map.baidu.com/place/detail?uid=14076dee2ca612ed02294f09&output=html&source=placeapi_v2,,,189,,31.234284003112,121.52701223401,网鱼网咖(张杨店),3.5,30,,14076dee2ca612ed02294f09,休闲娱乐;网吧,,life,14076dee2ca612ed02294f09
0,上海市浦东新区碧波路635号传奇广场2层,435,1,http://api.map.baidu.com/place/detail?uid=21a0c455d123d7e752e5c5ca&output=html&source=placeapi_v2,,,14,F2,31.206557,121.590586,金逸影城（上海张江店）,4.3,50,,,休闲娱乐;电影院,(021)50802001,life,21a0c455d123d7e752e5c5ca
0,国庠路28号财富商业广场4楼,218,1,http://api.map.baidu.com/place/detail?uid=f633606aed496c570b69d963&output=html&source=placeapi_v2,,,23,,31.307922173121,121.52431092995,好乐迪KTV(五角场财富店),4.2,75,,f633606aed496c570b69d963,休闲娱乐;ktv,,life,f633606aed496c570b69d963
0,上海市闵行区颛桥镇光华路1号,43,1,http://api.map.baidu.com/place/detail?uid=41dbcbd5b757a1984054d730&output=html&source=placeapi_v2,0,,,,31.078232605962,121.40522365988,星美国际影商城（上海闵行店）,3.6,40,0,41dbcbd5b757a1984054d730,休闲娱乐;电影院,(021)34672659,life,41dbcbd5b757a1984054d730
0,上海市长宁区仙霞路606号2层,216,1,http://api.map.baidu.com/place/detail?uid=0a15c7eccfdfe0e5ed74f8c4&output=html&source=placeapi_v2,,,122,,31.211576963407,121.39671172765,网鱼网咖(仙霞店),3.6,30,,0a15c7eccfdfe0e5ed74f8c4,休闲娱乐;网吧,(021)62426605,life,0a15c7eccfdfe0e5ed74f8c4
0,上海市浦东新区启帆路628号森兰商都3层,70,1,http://api.map.baidu.com/place/detail?uid=fc1baffac5663cbc8505bfe8&output=html&source=placeapi_v2,,,42,F3,31.318109178019,121.5972660256,星美国际影城（外高桥店）,4.6,50,,fc1baffac5663cbc8505bfe8,休闲娱乐;电影院,,life,fc1baffac5663cbc8505bfe8
0,碧波路635号上海传奇商业广场3层301室,210,1,http://api.map.baidu.com/place/detail?uid=6ce13bc1302d2a21c9fa5fca&output=html&source=placeapi_v2,,,75,F3,31.206203885582,121.59299889477,网鱼网咖(张江店),3.2,36,,6ce13bc1302d2a21c9fa5fca,休闲娱乐;网吧,(021)50800288,life,6ce13bc1302d2a21c9fa5fca
0,东门大街193弄10号-18号1-2楼（淘宝城旁）,153,1,http://api.map.baidu.com/place/detail?uid=82dae22398e3f019f72310a6&output=html&source=placeapi_v2,,,82,,31.051646287977,121.76554474879,网鱼网咖(跃进店),4.5,30,,82dae22398e3f019f72310a6,休闲娱乐;网吧,(021)58000653,life,82dae22398e3f019f72310a6
0,上海市黄浦区外马路1353号2号楼1楼,2144,1,http://api.map.baidu.com/place/detail?uid=db44d5474ae3d311102935f8&output=html&source=placeapi_v2,,,3373,,31.211892196469,121.50898471744,镭战大联盟,4.9,178.5,,db44d5474ae3d311102935f8,休闲娱乐;网吧,,life,db44d5474ae3d311102935f8
0,闵行区都市路4889号(近莘庄地铁站南广场),6,1,http://api.map.baidu.com/place/detail?uid=fd13a3f2e61896e3b1077dc1&output=html&source=placeapi_v2,,,192,,31.110907333658,121.39657690901,上海城市剧院,4.3,243,,fd13a3f2e61896e3b1077dc1,休闲娱乐;剧院,,life,fd13a3f2e61896e3b1077dc1
0,上海市徐汇区天钥桥路40-90号汇联商厦(天钥桥路店)1层,510,1,http://api.map.baidu.com/place/detail?uid=2fd2beab9f079c4b7adbd2c5&output=html&source=placeapi_v2,,,78,F1,31.199377898918,121.44784692573,扬歌KTV(徐汇店),4.1,49,,2fd2beab9f079c4b7adbd2c5,休闲娱乐;ktv,,life,2fd2beab9f079c4b7adbd2c5
0,上海市静安区芷江西路488号五月花生活广场4层,153,1,http://api.map.baidu.com/place/detail?uid=fc9179219ad91481c61e515e&output=html&source=placeapi_v2,,,111,F1,31.263161041374,121.46458852269,网鱼网咖,4.3,27,,fc9179219ad91481c61e515e,休闲娱乐;网吧,(021)56701687,life,fc9179219ad91481c61e515e
0,上海市长宁区天山路900号汇金百货6层,45,1,http://api.map.baidu.com/place/detail?uid=bd5046e80b4bed58d72ce266&output=html&source=placeapi_v2,,,134,F6,31.217001810784,121.41129362502,万裕国际影城(天山店),4.3,36,,bd5046e80b4bed58d72ce266,休闲娱乐;电影院,"(021)60910469,(021)60910470",life,bd5046e80b4bed58d72ce266
0,黄浦区淮海中路688号华狮购物中心内(近思南路),154,1,http://api.map.baidu.com/place/detail?uid=56f2f696a95a0d990aa8d460&output=html&source=placeapi_v2,,,57,,31.225507565845,121.47165339495,上海歌城(淮海中路店),4.2,67,,56f2f696a95a0d990aa8d460,休闲娱乐;ktv,021-53822502,life,56f2f696a95a0d990aa8d460
0,沪闵路7398号,189,1,http://api.map.baidu.com/place/detail?uid=ece9001da020c9ab0f0e6b24&output=html&source=placeapi_v2,,,152,,31.139443955948,121.40800377054,网鱼网咖(南方商城店),4.1,36,,ece9001da020c9ab0f0e6b24,休闲娱乐;网吧,(021)34908882,life,ece9001da020c9ab0f0e6b24
0,浦东新区丁香路425号(近世纪大道),48,1,http://api.map.baidu.com/place/detail?uid=d82d6697858389a7d518b74d&output=html&source=placeapi_v2,,,1323,,31.229315565226,121.54903181757,上海东方艺术中心,4.1,223,,d82d6697858389a7d518b74d,休闲娱乐;剧院,,life,d82d6697858389a7d518b74d
0,延安东路433号,7,1,http://api.map.baidu.com/place/detail?uid=8eb48fa1cc5c2cbff32d8319&output=html&source=placeapi_v2,,,37,,31.234821489906,121.48579287753,共舞台,4.3,200,,8eb48fa1cc5c2cbff32d8319,休闲娱乐;剧院,,life,8eb48fa1cc5c2cbff32d8319
0,上海市长宁区宣化路300号华宁弘基生活中心6层,42,1,http://api.map.baidu.com/place/detail?uid=31595d40efe567e42cb17e44&output=html&source=placeapi_v2,,,50,F6,31.2235560473,121.42828569377,唛歌时尚KTV(华宁弘基店),4.3,87元,,31595d40efe567e42cb17e44,休闲娱乐;ktv,,life,31595d40efe567e42cb17e44
0,大场镇真华路950号2楼,84,1,http://api.map.baidu.com/place/detail?uid=d7fd2ad34d5af24d0bccdd63&output=html&source=placeapi_v2,,,34,,31.279039045921,121.41839606503,好乐迪(大华店),4.4,87,,d7fd2ad34d5af24d0bccdd63,休闲娱乐;ktv,(021)63115858,life,d7fd2ad34d5af24d0bccdd63
0,上海市闵行区莘建路164、166、168号2楼(莘建路莘中路),216,1,http://api.map.baidu.com/place/detail?uid=310babbe4609674dc42ba149&output=html&source=placeapi_v2,,,112,,31.111565,121.382777,网鱼网咖(莘建店),3.1,30,,310babbe4609674dc42ba149,休闲娱乐;网吧,(021)34023231,life,310babbe4609674dc42ba149
0,浙江中路229弄百米香榭商业街3楼315,325,1,http://api.map.baidu.com/place/detail?uid=4ce10ce669e7fbb8441a3232&output=html&source=placeapi_v2,,,105,,31.239657463418,121.48504952163,网鱼网咖(浙江中路店),3.3,50,,4ce10ce669e7fbb8441a3232,休闲娱乐;网吧,,life,4ce10ce669e7fbb8441a3232
0,广灵二路277号海虹商业广场5楼,2063,1,http://api.map.baidu.com/place/detail?uid=13915e00567817cc6e4760a1&output=html&source=placeapi_v2,,,110,F5,31.289860016607,121.48119574069,宝乐迪量贩式ktv(世纪联华店),3.9,44.0,,13915e00567817cc6e4760a1,休闲娱乐;ktv,(021)55218899,life,13915e00567817cc6e4760a1
0,天钥桥路458-2临地下1层,671,1,http://api.map.baidu.com/place/detail?uid=2fb97bc9dc7883005e17c39d&output=html&source=placeapi_v2,,,213,,31.193522450188,121.44869605524,网鱼网咖(天钥桥店),3.5,30,,2fb97bc9dc7883005e17c39d,休闲娱乐;网吧,(021)64288636,life,2fb97bc9dc7883005e17c39d
0,上海市黄浦区制造局路361号206室,0,1,http://api.map.baidu.com/place/detail?uid=c8e4e188bd2b67a75d0d02bb&output=html&source=placeapi_v2,,,121,,31.212234360425,121.49139890977,香港新坐标主题KTV,4.2,85,,c8e4e188bd2b67a75d0d02bb,休闲娱乐;ktv,,life,c8e4e188bd2b67a75d0d02bb
0,上海市奉贤区百齐路288号百联南桥购物中心2期4层,107,1,http://api.map.baidu.com/place/detail?uid=4edf9fbf749b9f8dcc06a453&output=html&source=placeapi_v2,0,,,F4,30.919545456637,121.49079513472,SFC上影(南桥百联店),4.4,40,0,4edf9fbf749b9f8dcc06a453,休闲娱乐;电影院,(021)37569530,life,4edf9fbf749b9f8dcc06a453
0,徐汇区龙华西路585号华富大厦裙房3楼(近上海游泳馆),144,1,http://api.map.baidu.com/place/detail?uid=e6ee2fd2eb14e1512b11d139&output=html&source=placeapi_v2,,,64,,31.183690519995,121.44804067342,爱美歌KTV,4.1,51,,e6ee2fd2eb14e1512b11d139,休闲娱乐;ktv,,life,e6ee2fd2eb14e1512b11d139
0,上海市闵行区漕宝路1495号三楼,708,1,http://api.map.baidu.com/place/detail?uid=251374c969f6b726a01de9ef&output=html&source=placeapi_v2,,,60,,31.162846995624,121.38933314432,云豹量贩KTV(漕宝路店),3.7,77,,251374c969f6b726a01de9ef,休闲娱乐;ktv,021-54786600,life,251374c969f6b726a01de9ef
0,上海市长宁区双流路326号,435,1,http://api.map.baidu.com/place/detail?uid=09185c56da737644f1193717&output=html&source=placeapi_v2,,,233,,31.223107878475,121.38748799571,大桶大足浴(双流店),4.6,150.5,,09185c56da737644f1193717,休闲娱乐;洗浴按摩,,life,09185c56da737644f1193717
0,徐汇区肇嘉浜路1111号美罗城7楼,133,1,http://api.map.baidu.com/place/detail?uid=f696f3c26ea5cdf21b11d563&output=html&source=placeapi_v2,,,21,F7,31.199140715899,121.44527943108,好乐迪(美罗店),4.4,92,,f696f3c26ea5cdf21b11d563,休闲娱乐;ktv,(021)63115858,life,f696f3c26ea5cdf21b11d563
0,上海市普陀区大渡河路196号长风景畔广场5层L5-07,150,1,http://api.map.baidu.com/place/detail?uid=3a0fbba8607e93589ee321c6&output=html&source=placeapi_v2,0,,,F5,31.229586795068,121.40231422256,华谊兄弟上海影院,3.5,50,0,3a0fbba8607e93589ee321c6,休闲娱乐;电影院,(021)61671788,life,3a0fbba8607e93589ee321c6
0,上海普陀区中山北路1958号华源世界广场1层,369,1,http://api.map.baidu.com/place/detail?uid=45ca0f409636fdc431870a9f&output=html&source=placeapi_v2,,,55,,31.255742111348,121.43934373729,东方欧诺拉经典量贩KTV,4.8,86.5,,45ca0f409636fdc431870a9f,休闲娱乐;ktv,(021)61550511,life,45ca0f409636fdc431870a9f
0,上海市闵行区金汇路528号虹桥古玩城5,49,1,http://api.map.baidu.com/place/detail?uid=eef2d52899642abe3be4a61f&output=html&source=placeapi_v2,3.5,,,,31.188096689621,121.38109031827,上海左岸国际影城(金汇店),3.9,30,3.5,eef2d52899642abe3be4a61f,休闲娱乐;电影院,(021)54860799,life,eef2d52899642abe3be4a61f
0,普陀区长寿路1118号芳汇广场5楼(近万航渡路),0,1,http://api.map.baidu.com/place/detail?uid=bc39ea1be59f20ce3310af68&output=html&source=placeapi_v2,,,25,F5,31.23696,121.433737,好乐迪(长寿店),4.2,93,,,休闲娱乐;ktv,,life,bc39ea1be59f20ce3310af68
0,长寿路1118号芳汇广场3层312室,208,1,http://api.map.baidu.com/place/detail?uid=f5aa4ad314ab29bb4207c19a&output=html&source=placeapi_v2,,,174,F3,31.236809173621,121.43413356533,网鱼网咖(芳汇店),3.7,16,,f5aa4ad314ab29bb4207c19a,休闲娱乐;网吧,,life,f5aa4ad314ab29bb4207c19a
0,长寿路393号昆仑商务中心4楼,640,1,http://api.map.baidu.com/place/detail?uid=77d9207f73f3ae538733040c&output=html&source=placeapi_v2,,,194,,31.245602776601,121.4429551051,Enjoy音杰量贩式KTV(长寿路店),4.6,73,,77d9207f73f3ae538733040c,休闲娱乐;ktv,(021)62777011,life,77d9207f73f3ae538733040c
0,上海市黄浦区浙江中路123号,137,1,http://api.map.baidu.com/place/detail?uid=8fa14fc394bd3477f7eafc11&output=html&source=placeapi_v2,0,,,,31.237880478476,121.48659910664,浙江电影院,4.6,30,0,8fa14fc394bd3477f7eafc11,休闲娱乐;电影院,(021)63520473,life,8fa14fc394bd3477f7eafc11
0,上海市闵行区古北路1881号亚繁国际广场,28,1,http://api.map.baidu.com/place/detail?uid=23f985abf933fc50e5e96526&output=html&source=placeapi_v2,,,9,,31.191427223226,121.41053352372,东方之珠K-PARTY,5,95.5,,23f985abf933fc50e5e96526,休闲娱乐;ktv,,life,23f985abf933fc50e5e96526
0,上海市静安区西藏北路166号大悦城F10,78,1,http://api.map.baidu.com/place/detail?uid=1020060f632deabf1894c67e&output=html&source=placeapi_v2,,,9,F10,31.249313347238,121.47869645803,好乐迪(大悦城店),4.6,90,,1020060f632deabf1894c67e,休闲娱乐;ktv,(021)63115858,life,1020060f632deabf1894c67e
0,光新路163号1楼,236,1,http://api.map.baidu.com/place/detail?uid=bcc2c155e024974b79dbd2d9&output=html&source=placeapi_v2,,,75,,31.258090502247,121.43841998248,网鱼网咖(光新店),3.5,22.0,,bcc2c155e024974b79dbd2d9,休闲娱乐;网吧,,life,bcc2c155e024974b79dbd2d9
0,上海市宝山区沪太路3777号1F,105,1,http://api.map.baidu.com/place/detail?uid=9ed43a7acda1a5aeeddfca09&output=html&source=placeapi_v2,,,35,F1,31.33310448295,121.41324029418,上海万画影城国贸店,3.5,36,,9ed43a7acda1a5aeeddfca09,休闲娱乐;电影院,(021)61176700,life,9ed43a7acda1a5aeeddfca09
0,上海市长宁区天山路789号百盛优客城市广场F5,89,1,http://api.map.baidu.com/place/detail?uid=cdef4edf044ba45728d7abc4&output=html&source=placeapi_v2,,,21,F5,31.216832079913,121.41004674004,好乐迪(天山店),4.5,86,,cdef4edf044ba45728d7abc4,休闲娱乐;ktv,(021)63115858,life,cdef4edf044ba45728d7abc4
0,上海市宝山区大华路538号澳洲广场二楼201室,185,1,http://api.map.baidu.com/place/detail?uid=de482683b4aa4f2c4afc8d28&output=html&source=placeapi_v2,,,94,F2,31.278711240109,121.42126439313,网鱼网咖(大华店),3.7,30,,de482683b4aa4f2c4afc8d28,休闲娱乐;网吧,(021)36536180,life,de482683b4aa4f2c4afc8d28
0,张杨路3083弄广洋苑东南门2楼201室,66,1,http://api.map.baidu.com/place/detail?uid=acc767c36352de6fc7f025ea&output=html&source=placeapi_v2,,,133,,31.255506516001,121.57652042431,网鱼网咖(云山路店),4.3,50,,acc767c36352de6fc7f025ea,休闲娱乐;网吧,,life,acc767c36352de6fc7f025ea
0,上海市浦东新区上丰路恒生广场1810弄B4楼,109,1,http://api.map.baidu.com/place/detail?uid=1303a7a95906c20f32870a1b&output=html&source=placeapi_v2,0,,,,31.247565343417,121.6852355939,上海金球国际影城,4.2,37,0,1303a7a95906c20f32870a1b,休闲娱乐;电影院,(021)58586900,life,1303a7a95906c20f32870a1b
0,张杨路1519号,1154,1,http://api.map.baidu.com/place/detail?uid=38945aa364f5f297ca09f0e9&output=html&source=placeapi_v2,,,271,,31.240055,121.542861,感智盲人保健会所(张杨路店),4.6,54,,8cc97eca5c3be2eb5abbbcff,休闲娱乐;洗浴按摩,,life,38945aa364f5f297ca09f0e9
0,新松江路1292弄68号后街KTV五楼,63,1,http://api.map.baidu.com/place/detail?uid=aa40108b675b2f0cc5effb0b&output=html&source=placeapi_v2,,,72,,31.046023918514,121.21749820854,后街量贩KTV,4.2,59,,aa40108b675b2f0cc5effb0b,休闲娱乐;ktv,(021)67752828,life,aa40108b675b2f0cc5effb0b
